time,ax,ay,az,wx,wy,wz
2024-03-24 16:24:43.8500,0.62,-0.67,-0.06,-0.31,-0.3,-0.67
2024-03-24 16:24:43.8600,0.66,-0.69,-0.03,-0.27,-0.31,-0.69
2024-03-24 16:24:43.8700,0.69,-0.58,0.01,-0.28,-0.26,-0.69
2024-03-24 16:24:43.8800,0.74,-0.41,0.0,-0.32,-0.18,-0.67
2024-03-24 16:24:43.8900,0.66,-0.26,-0.08,-0.36,-0.05,-0.66
2024-03-24 16:24:43.9000,0.61,-0.1,-0.23,-0.37,0.1,-0.64
2024-03-24 16:24:43.9100,0.55,0.13,-0.33,-0.33,0.21,-0.61
2024-03-24 16:24:43.9200,0.45,0.32,-0.35,-0.26,0.29,-0.58
2024-03-24 16:24:43.9300,0.42,0.51,-0.33,-0.2,0.31,-0.53
2024-03-24 16:24:43.9400,0.41,0.72,-0.36,-0.14,0.29,-0.47
2024-03-24 16:24:43.9500,0.14,0.89,-0.38,-0.11,0.25,-0.45
2024-03-24 16:24:43.9600,-0.26,1.08,-0.24,-0.12,0.2,-0.48
2024-03-24 16:24:43.9700,-0.53,1.25,-0.24,-0.13,0.18,-0.54
